7.26209e-1	 2.99414e+4
7.25872e-1	 2.94872e+4
7.25779e-1	 2.91518e+4
7.25483e-1	 2.88859e+4
7.27059e-1	 3.12052e+4
7.26644e-1	 3.08367e+4
7.26635e-1	 3.05834e+4
7.26625e-1	 3.03301e+4
7.26859e-1	 2.85943e+4
7.26947e-1	 2.82871e+4
7.28036e-1	 3.16301e+4
7.27024e-1	 2.79594e+4
7.28781e-1	 3.20138e+4
7.28158e-1	 2.75698e+4
7.29417e-1	 3.23656e+4
7.29008e-1	 2.71838e+4
7.29296e-1	 2.68758e+4
7.30587e-1	 3.27059e+4
7.29845e-1	 2.65614e+4
7.31056e-1	 3.30844e+4
7.31752e-1	 2.61688e+4
7.32673e-1	 3.34747e+4
7.32461e-1	 2.58481e+4
7.34289e-1	 3.38558e+4
7.34122e-1	 2.54804e+4
7.35906e-1	 3.42381e+4
7.34952e-1	 2.51552e+4
7.36507e-1	 2.48354e+4
7.37603e-1	 3.46156e+4
7.37817e-1	 2.45254e+4
7.39220e-1	 3.50280e+4
7.39518e-1	 2.42057e+4
7.41035e-1	 3.53432e+4
7.42647e-1	 3.55994e+4
7.41837e-1	 2.38728e+4
7.44258e-1	 3.58527e+4
7.43387e-1	 2.35567e+4
7.45870e-1	 3.61075e+4
7.44979e-1	 2.32804e+4
7.47482e-1	 3.63608e+4
7.46570e-1	 2.30040e+4
7.49094e-1	 3.66170e+4
7.48162e-1	 2.27277e+4
7.50506e-1	 3.68884e+4
7.50309e-1	 2.24376e+4
7.52019e-1	 3.71726e+4
7.52984e-1	 2.21019e+4
7.54694e-1	 3.74783e+4
7.55535e-1	 2.17902e+4
7.57510e-1	 3.77949e+4
7.58247e-1	 2.14824e+4
7.59897e-1	 3.80947e+4
7.60218e-1	 2.11905e+4
7.61776e-1	 3.83590e+4
7.63031e-1	 2.09020e+4
7.64635e-1	 3.86269e+4
7.65370e-1	 2.06298e+4
7.68933e-1	 3.88854e+4
7.69099e-1	 2.03802e+4
7.73021e-1	 3.91479e+4
7.72693e-1	 2.01156e+4
7.77108e-1	 3.93920e+4
7.76688e-1	 1.98335e+4
7.82069e-1	 3.96380e+4
7.80682e-1	 1.95572e+4
7.84677e-1	 1.92808e+4
7.87548e-1	 3.98940e+4
7.88671e-1	 1.89987e+4
7.93245e-1	 4.01543e+4
7.92665e-1	 1.87189e+4
7.96660e-1	 1.84426e+4
7.98862e-1	 4.04076e+4
8.00983e-1	 1.81844e+4
8.04902e-1	 4.06722e+4
8.05452e-1	 1.79348e+4
8.10176e-1	 4.09211e+4
8.09920e-1	 1.76851e+4
8.16063e-1	 4.11788e+4
8.14644e-1	 1.74320e+4
8.19440e-1	 1.71710e+4
8.20903e-1	 4.14301e+4
8.24236e-1	 1.69071e+4
8.27588e-1	 4.17077e+4
8.29340e-1	 1.66341e+4
8.35609e-1	 4.19754e+4
8.34228e-1	 1.63650e+4
8.40328e-1	 1.61587e+4
8.44424e-1	 4.20885e+4
8.47429e-1	 1.59421e+4
8.53237e-1	 4.21230e+4
8.55029e-1	 1.56952e+4
8.62050e-1	 4.21628e+4
8.63029e-1	 1.54350e+4
8.70862e-1	 4.21984e+4
8.71030e-1	 1.51770e+4
8.79675e-1	 4.22361e+4
8.79030e-1	 1.49168e+4
8.88487e-1	 4.22727e+4
8.87030e-1	 1.46589e+4
8.95031e-1	 1.43975e+4
8.97300e-1	 4.23073e+4
9.03432e-1	 1.41491e+4
9.06113e-1	 4.23470e+4
9.12235e-1	 1.39419e+4
9.14922e-1	 4.23062e+4
9.21040e-1	 1.37765e+4
9.23728e-1	 4.21607e+4
9.29845e-1	 1.36121e+4
9.32534e-1	 4.20121e+4
9.38650e-1	 1.34467e+4
9.41339e-1	 4.18655e+4
9.47455e-1	 1.32845e+4
9.50145e-1	 4.17158e+4
9.56260e-1	 1.31191e+4
9.58950e-1	 4.15703e+4
9.65065e-1	 1.29547e+4
9.67756e-1	 4.14322e+4
9.73870e-1	 1.27925e+4
9.76562e-1	 4.12950e+4
9.82675e-1	 1.26313e+4
9.85368e-1	 4.11391e+4
9.91481e-1	 1.25067e+4
9.93769e-1	 4.09050e+4
1.00029e+0	 1.23916e+4
1.00177e+0	 4.06621e+4
1.01017e+0	 4.04168e+4
1.00909e+0	 1.22796e+4
1.01857e+0	 4.01738e+4
1.01790e+0	 1.21655e+4
1.02657e+0	 3.99263e+4
1.02671e+0	 1.20681e+4
1.03497e+0	 3.96799e+4
1.03552e+0	 1.19833e+4
1.04378e+0	 3.94265e+4
1.04433e+0	 1.18996e+4
1.05258e+0	 3.91795e+4
1.05313e+0	 1.18127e+4
1.06058e+0	 3.89289e+4
1.06194e+0	 1.17468e+4
1.06738e+0	 3.86709e+4
1.07075e+0	 1.17007e+4
1.07378e+0	 3.84205e+4
1.07956e+0	 1.16547e+4
1.08017e+0	 3.81729e+4
1.08657e+0	 3.79225e+4
1.08837e+0	 1.16086e+4
1.09297e+0	 3.76735e+4
1.09718e+0	 1.15625e+4
1.09977e+0	 3.74102e+4
1.10599e+0	 1.15175e+4
1.10697e+0	 3.71403e+4
1.11417e+0	 3.68767e+4
1.11480e+0	 1.14715e+4
1.12137e+0	 3.66081e+4
1.12361e+0	 1.14254e+4
1.12817e+0	 3.63608e+4
1.13242e+0	 1.13898e+4
1.13416e+0	 3.61075e+4
1.13970e+0	 3.58258e+4
1.14123e+0	 1.13773e+4
1.14629e+0	 3.55251e+4
1.15004e+0	 1.13657e+4
1.15232e+0	 3.52560e+4
1.15825e+0	 3.50136e+4
1.15885e+0	 1.13657e+4
1.16348e+0	 3.47645e+4
1.16766e+0	 1.13626e+4
1.17005e+0	 3.44926e+4
1.17516e+0	 3.42450e+4
1.17647e+0	 1.13448e+4
1.18204e+0	 3.39629e+4
1.18528e+0	 1.13427e+4
1.18716e+0	 3.37154e+4
1.19409e+0	 1.13427e+4
1.19378e+0	 3.34313e+4
1.19926e+0	 3.31880e+4
1.20291e+0	 1.13354e+4
1.20603e+0	 3.29007e+4
1.20973e+0	 3.26675e+4
1.21172e+0	 1.13563e+4
1.21453e+0	 3.24171e+4
1.21932e+0	 3.21667e+4
1.22053e+0	 1.13961e+4
1.22412e+0	 3.19153e+4
1.22892e+0	 3.16648e+4
1.22934e+0	 1.14327e+4
1.23371e+0	 3.14153e+4
1.23818e+0	 3.11769e+4
1.23816e+0	 1.14704e+4
1.24321e+0	 3.09262e+4
1.24697e+0	 1.15102e+4
1.24810e+0	 3.06746e+4
1.25299e+0	 3.04222e+4
1.25578e+0	 1.15447e+4
1.25840e+0	 3.01583e+4
1.26329e+0	 2.99089e+4
1.26459e+0	 1.15845e+4
1.26809e+0	 2.96642e+4
1.27289e+0	 2.94243e+4
1.27341e+0	 1.16222e+4
1.27768e+0	 2.91806e+4
1.28215e+0	 2.89316e+4
1.28222e+0	 1.16798e+4
1.28687e+0	 2.86605e+4
1.29103e+0	 1.17677e+4
1.29160e+0	 2.83936e+4
1.29567e+0	 2.81343e+4
1.29973e+0	 2.78890e+4
1.29985e+0	 1.18567e+4
1.30438e+0	 2.76158e+4
1.30853e+0	 2.73594e+4
1.30866e+0	 1.19457e+4
1.31318e+0	 2.70862e+4
1.31732e+0	 2.68297e+4
1.31748e+0	 1.20346e+4
1.32197e+0	 2.65565e+4
1.32611e+0	 2.62979e+4
1.32629e+0	 1.21372e+4
1.33076e+0	 2.60258e+4
